model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1.4b,0,3,19,pr,95.57326099042749
1.4b,0,3,19,2nn,16.103354438115886
1.4b,0,3,20,mle,12.983681859722203
1.4b,0,3,20,pca,137.0
1.4b,0,3,20,pr,94.79265110325
1.4b,0,3,20,2nn,16.09192205806375
1.4b,0,3,21,mle,12.987100551673386
1.4b,0,3,21,pca,134.0
1.4b,0,3,21,pr,94.0492791598166
1.4b,0,3,21,2nn,16.073773890445107
1.4b,0,3,22,mle,12.967126357087523
1.4b,0,3,22,pca,134.0
1.4b,0,3,22,pr,93.44694998057132
1.4b,0,3,22,2nn,16.037929831271992
1.4b,0,3,23,mle,12.983937696301272
1.4b,0,3,23,pca,133.0
1.4b,0,3,23,pr,92.75870910750048
1.4b,0,3,23,2nn,15.991384976665643
1.4b,0,4,0,mle,9.996227659330579
1.4b,0,4,0,pca,129.0
1.4b,0,4,0,pr,96.7671474782406
1.4b,0,4,0,2nn,16.83094493370619
1.4b,0,4,1,mle,9.385281278135327
1.4b,0,4,1,pca,137.0
1.4b,0,4,1,pr,101.61051891018947
1.4b,0,4,1,2nn,19.940200761143206
1.4b,0,4,2,mle,9.450967087829993
1.4b,0,4,2,pca,142.0
1.4b,0,4,2,pr,100.7046427604911
1.4b,0,4,2,2nn,18.17894527853933
1.4b,0,4,3,mle,9.542654035071255
1.4b,0,4,3,pca,141.0
1.4b,0,4,3,pr,98.34201019343476
1.4b,0,4,3,2nn,17.57620118529278
1.4b,0,4,4,mle,9.571849493586452
1.4b,0,4,4,pca,137.0
1.4b,0,4,4,pr,96.1317579340718
1.4b,0,4,4,2nn,17.07303782640151
1.4b,0,4,5,mle,9.61620675557694
1.4b,0,4,5,pca,136.0
1.4b,0,4,5,pr,93.74071381182009
1.4b,0,4,5,2nn,16.649970654880995
1.4b,0,4,6,mle,9.64924660028609
1.4b,0,4,6,pca,132.0
1.4b,0,4,6,pr,91.87676588538797
1.4b,0,4,6,2nn,16.446063435336594
1.4b,0,4,7,mle,9.647346707827776
1.4b,0,4,7,pca,131.0
1.4b,0,4,7,pr,90.3488021404166
1.4b,0,4,7,2nn,16.2876106991498
1.4b,0,4,8,mle,9.660101931164558
1.4b,0,4,8,pca,130.0
1.4b,0,4,8,pr,88.99664918198788
1.4b,0,4,8,2nn,16.06959166419087
1.4b,0,4,9,mle,9.671264194526012
1.4b,0,4,9,pca,130.0
1.4b,0,4,9,pr,88.0796069581722
1.4b,0,4,9,2nn,15.92820321246142
1.4b,0,4,10,mle,9.672864960078918
1.4b,0,4,10,pca,128.0
1.4b,0,4,10,pr,87.0363250736253
1.4b,0,4,10,2nn,15.751533938252827
1.4b,0,4,11,mle,9.664804349070685
1.4b,0,4,11,pca,127.0
1.4b,0,4,11,pr,86.00204998618175
1.4b,0,4,11,2nn,15.669368493457238
1.4b,0,4,12,mle,9.657028023216784
1.4b,0,4,12,pca,126.0
1.4b,0,4,12,pr,85.01983445287176
1.4b,0,4,12,2nn,15.609092247976426
1.4b,0,4,13,mle,9.66199797104378
1.4b,0,4,13,pca,124.0
1.4b,0,4,13,pr,84.1951522828948
1.4b,0,4,13,2nn,15.48517812413461
1.4b,0,4,14,mle,9.66477787294891
1.4b,0,4,14,pca,123.0
1.4b,0,4,14,pr,83.50992600618004
1.4b,0,4,14,2nn,15.236572328169803
1.4b,0,4,15,mle,9.663371620902117
1.4b,0,4,15,pca,123.0
1.4b,0,4,15,pr,83.05234391971504
1.4b,0,4,15,2nn,15.152728704721717
1.4b,0,4,16,mle,9.673969201056554
1.4b,0,4,16,pca,122.0
1.4b,0,4,16,pr,82.3207426069997
1.4b,0,4,16,2nn,15.070885892319284
1.4b,0,4,17,mle,9.699937035930295
1.4b,0,4,17,pca,120.0
1.4b,0,4,17,pr,81.64248002201062
1.4b,0,4,17,2nn,14.98360821879879
1.4b,0,4,18,mle,9.694314280298931
1.4b,0,4,18,pca,119.0
1.4b,0,4,18,pr,81.09083514614431
1.4b,0,4,18,2nn,14.904710688007196
1.4b,0,4,19,mle,9.701460354924519
1.4b,0,4,19,pca,119.0
1.4b,0,4,19,pr,80.67877270799578
1.4b,0,4,19,2nn,14.876775781835777
1.4b,0,4,20,mle,9.718662422070578
1.4b,0,4,20,pca,117.0
1.4b,0,4,20,pr,80.13005883442499
1.4b,0,4,20,2nn,14.801078865696827
1.4b,0,4,21,mle,9.72076370195692
1.4b,0,4,21,pca,116.0
1.4b,0,4,21,pr,79.57879203118408
1.4b,0,4,21,2nn,14.810883520619987
1.4b,0,4,22,mle,9.722383687547937
1.4b,0,4,22,pca,116.0
1.4b,0,4,22,pr,79.12513084391738
1.4b,0,4,22,2nn,14.77020938630011
1.4b,0,4,23,mle,9.718058928832956
1.4b,0,4,23,pca,115.0
1.4b,0,4,23,pr,78.66629444269329
1.4b,0,4,23,2nn,14.732731895639624
1.4b,2,1,0,mle,44.068785456738645
1.4b,2,1,0,pca,235.0
1.4b,2,1,0,pr,193.54052011995776
1.4b,2,1,0,2nn,44.551350881864636
1.4b,2,1,1,mle,46.569847146361134
1.4b,2,1,1,pca,232.0
1.4b,2,1,1,pr,209.40735412874471
1.4b,2,1,1,2nn,46.62546423328369
1.4b,2,1,2,mle,44.55739706091839
1.4b,2,1,2,pca,236.0
1.4b,2,1,2,pr,208.4884896998632
1.4b,2,1,2,2nn,43.9900338688014
1.4b,2,1,3,mle,42.26862298552374
1.4b,2,1,3,pca,236.0
1.4b,2,1,3,pr,204.7897652689569
1.4b,2,1,3,2nn,41.477409566323026
1.4b,2,1,4,mle,40.31244423230094
1.4b,2,1,4,pca,232.0
1.4b,2,1,4,pr,198.86129739533104
1.4b,2,1,4,2nn,39.422210706622046
1.4b,2,1,5,mle,38.7395666569671
1.4b,2,1,5,pca,225.0
1.4b,2,1,5,pr,193.3015748220233
1.4b,2,1,5,2nn,37.91732550146605
1.4b,2,1,6,mle,37.37307750676855
1.4b,2,1,6,pca,229.0
1.4b,2,1,6,pr,190.58485449387084
1.4b,2,1,6,2nn,36.97210144664644
1.4b,2,1,7,mle,36.26708373475517
1.4b,2,1,7,pca,227.0
1.4b,2,1,7,pr,187.31591837224988
1.4b,2,1,7,2nn,35.90640721337083
1.4b,2,1,8,mle,35.417377729263585
1.4b,2,1,8,pca,226.0
1.4b,2,1,8,pr,184.46919639838552
1.4b,2,1,8,2nn,35.36710838489009
1.4b,2,1,9,mle,34.7950857176214
1.4b,2,1,9,pca,227.0
1.4b,2,1,9,pr,182.3244893879061
1.4b,2,1,9,2nn,35.0475431405966
1.4b,2,1,10,mle,34.19478941837689
1.4b,2,1,10,pca,226.0
1.4b,2,1,10,pr,180.25355013392056
