model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1b,64,3,15,pr,60.046588237579215
1b,64,3,15,2nn,15.485833822318574
1b,64,4,0,mle,10.026947980307847
1b,64,4,0,pca,127.0
1b,64,4,0,pr,93.45971563724821
1b,64,4,0,2nn,16.129176792035345
1b,64,4,1,mle,9.558637484938446
1b,64,4,1,pca,139.0
1b,64,4,1,pr,99.23867510310771
1b,64,4,1,2nn,18.676583944792164
1b,64,4,2,mle,9.625909149933962
1b,64,4,2,pca,143.0
1b,64,4,2,pr,98.21308738624788
1b,64,4,2,2nn,17.192078851850276
1b,64,4,3,mle,9.60221561915197
1b,64,4,3,pca,141.0
