model_size,checkpoint_step,n_words_correlated,layer_num,method,id
160m,512,1,6,mle,34.626699050893166
160m,512,1,6,pca,50.0
160m,512,1,6,pr,48.90950650077952
160m,512,1,6,2nn,36.54106937313628
160m,512,1,7,mle,34.709443028833775
160m,512,1,7,pca,46.0
160m,512,1,7,pr,45.73673735088994
160m,512,1,7,2nn,36.639637460197875
160m,512,1,8,mle,34.897743443416964
160m,512,1,8,pca,42.0
160m,512,1,8,pr,42.823658549585815
160m,512,1,8,2nn,36.36052144064709
160m,512,1,9,mle,34.86915107943562
160m,512,1,9,pca,39.0
160m,512,1,9,pr,40.00179657783512
160m,512,1,9,2nn,36.375385513812176
160m,512,1,10,mle,34.85778451531592
160m,512,1,10,pca,36.0
160m,512,1,10,pr,37.55771465523867
160m,512,1,10,2nn,36.28097070318299
160m,512,1,11,mle,34.63307368197526
160m,512,1,11,pca,32.0
160m,512,1,11,pr,33.721622253829224
160m,512,1,11,2nn,36.110967181876326
160m,512,2,0,mle,25.890158641609766
160m,512,2,0,pca,88.0
160m,512,2,0,pr,73.13809208791736
160m,512,2,0,2nn,23.96589112120904
160m,512,2,1,mle,26.457359044597986
160m,512,2,1,pca,38.0
160m,512,2,1,pr,42.97953974778032
160m,512,2,1,2nn,24.95386965834764
160m,512,2,2,mle,27.54488515639637
160m,512,2,2,pca,69.0
160m,512,2,2,pr,59.8537943667864
160m,512,2,2,2nn,25.530096065743717
160m,512,2,3,mle,27.237035402891344
160m,512,2,3,pca,67.0
160m,512,2,3,pr,56.2754295786754
160m,512,2,3,2nn,25.066545367800458
160m,512,2,4,mle,27.1284157570214
160m,512,2,4,pca,59.0
160m,512,2,4,pr,50.65842674483735
160m,512,2,4,2nn,24.910820163198327
160m,512,2,5,mle,27.04923411599061
160m,512,2,5,pca,55.0
160m,512,2,5,pr,48.30079950034645
160m,512,2,5,2nn,24.603174711766194
160m,512,2,6,mle,27.112808758598373
160m,512,2,6,pca,56.0
160m,512,2,6,pr,47.7469050471829
160m,512,2,6,2nn,24.46132495462018
160m,512,2,7,mle,27.00536229663385
160m,512,2,7,pca,51.0
160m,512,2,7,pr,44.79676181422664
160m,512,2,7,2nn,24.989559536138508
160m,512,2,8,mle,27.033050028604425
160m,512,2,8,pca,47.0
160m,512,2,8,pr,42.20756002865735
160m,512,2,8,2nn,25.009570654187023
160m,512,2,9,mle,27.025294417372614
160m,512,2,9,pca,43.0
